File Name,Entropy Threshold,Prob Threshold,# Progressions,Keymode,Triad Mode,beatMode,formMode,# Abstract Forms,Max Entropy,Average Entropy,Entropy STD
ngrams-entropy_noKey_TriadMode1_BeatModeFalse_formModeFalse_1.4_0.25.csv,1.4,0.25,172,False,1,False,False,91,3.4710522331382045,1.7726107460077025,0.345764706458
ngrams-entropy_noKey_TriadMode1_BeatModeFalse_formModeFalse_1.5_0.25.csv,1.5,0.25,151,False,1,False,False,89,3.4710522331382045,1.8620959356446773,0.349300585182
ngrams-entropy_noKey_TriadMode1_BeatModeFalse_formModeTrue_0.5_0.25.csv,0.5,0.25,383,False,1,False,True,98,3.4108335539476062,0.981807386538433,0.45795228314
ngrams-entropy_noKey_TriadMode1_BeatModeFalse_formModeTrue_0.6_0.25.csv,0.6,0.25,339,False,1,False,True,98,3.410833553947606,1.0997392765046612,0.459293018133
ngrams-entropy_noKey_TriadMode1_BeatModeFalse_formModeTrue_0.7_0.25.csv,0.7,0.25,316,False,1,False,True,99,3.410833553947606,1.1941424308662794,0.461649130436
ngrams-entropy_noKey_TriadMode1_BeatModeFalse_formModeTrue_0.8_0.25.csv,0.8,0.25,312,False,1,False,True,98,3.410833553947606,1.2675001421873298,0.452493795671
ngrams-entropy_noKey_TriadMode1_BeatModeFalse_formModeTrue_0.9_0.25.csv,0.9,0.25,285,False,1,False,True,84,3.410833553947606,1.3596007911389876,0.449758271185
ngrams-entropy_noKey_TriadMode1_BeatModeFalse_formModeTrue_1.0_0.25.csv,1.0,0.25,239,False,1,False,True,63,3.410833553947606,1.5005279478663238,0.43887534649
ngrams-entropy_noKey_TriadMode1_BeatModeFalse_formModeTrue_1.1_0.25.csv,1.1,0.25,221,False,1,False,True,59,3.410833553947606,1.5952797118451232,0.429177687058
ngrams-entropy_noKey_TriadMode1_BeatModeFalse_formModeTrue_1.2_0.25.csv,1.2,0.25,199,False,1,False,True,58,3.410833553947606,1.7015556152052058,0.419846605006
ngrams-entropy_noKey_TriadMode1_BeatModeFalse_formModeTrue_1.3_0.25.csv,1.3,0.25,184,False,1,False,True,45,3.410833553947606,1.7806892482645993,0.410956367417
ngrams-entropy_noKey_TriadMode1_BeatModeFalse_formModeTrue_1.4_0.25.csv,1.4,0.25,172,False,1,False,True,47,3.4702729784085995,1.8845988542748204,0.408709632757
ngrams-entropy_noKey_TriadMode1_BeatModeFalse_formModeTrue_1.5_0.25.csv,1.5,0.25,161,False,1,False,True,44,3.4702729784085995,1.952667220175236,0.401016870539
ngrams-entropy_noKey_TriadMode1_BeatModeTrue_formModeFalse_0.5_0.25.csv,0.5,0.25,864,False,1,True,False,186,2.7363238771524006,0.8957134468416214,0.336655107707
ngrams-entropy_noKey_TriadMode1_BeatModeTrue_formModeFalse_0.6_0.25.csv,0.6,0.25,779,False,1,True,False,178,2.7363238771524006,0.9700366023453845,0.335104243368
ngrams-entropy_noKey_TriadMode1_BeatModeTrue_formModeFalse_0.7_0.25.csv,0.7,0.25,686,False,1,True,False,174,2.7363238771524006,1.049780488462059,0.331531522607
ngrams-entropy_noKey_TriadMode1_BeatModeTrue_formModeFalse_0.8_0.25.csv,0.8,0.25,573,False,1,True,False,165,2.7363238771524006,1.1230575755478616,0.329791480447
ngrams-entropy_noKey_TriadMode1_BeatModeTrue_formModeFalse_0.9_0.25.csv,0.9,0.25,478,False,1,True,False,160,2.7363238771524006,1.218379280280365,0.349097528517
ngrams-entropy_noKey_TriadMode1_BeatModeTrue_formModeFalse_1.0_0.25.csv,1.0,0.25,331,False,1,True,False,112,2.7363238771524006,1.3781659943277278,0.356469536847
ngrams-entropy_noKey_TriadMode1_BeatModeTrue_formModeFalse_1.1_0.25.csv,1.1,0.25,277,False,1,True,False,98,2.7363238771524006,1.4775858346346051,0.360783686433
ngrams-entropy_noKey_TriadMode1_BeatModeTrue_formModeFalse_1.2_0.25.csv,1.2,0.25,223,False,1,True,False,83,2.7363238771524006,1.5806245008615363,0.356140595202
ngrams-entropy_noKey_TriadMode1_BeatModeTrue_formModeFalse_1.3_0.25.csv,1.3,0.25,192,False,1,True,False,76,2.9507187404272415,1.703977798868345,0.367643009622
ngrams-entropy_noKey_TriadMode1_BeatModeTrue_formModeFalse_1.4_0.25.csv,1.4,0.25,149,False,1,True,False,68,2.9507187404272415,1.8342137179169586,0.352700655597
ngrams-entropy_noKey_TriadMode1_BeatModeTrue_formModeFalse_1.5_0.25.csv,1.5,0.25,129,False,1,True,False,68,2.9511430177077886,1.9218769744912543,0.347197355315
ngrams-entropy_noKey_TriadMode1_BeatModeTrue_formModeTrue_0.5_0.25.csv,0.5,0.25,429,False,1,True,True,115,3.121928094887362,0.9599048853218863,0.389929993445
ngrams-entropy_noKey_TriadMode1_BeatModeTrue_formModeTrue_0.6_0.25.csv,0.6,0.25,378,False,1,True,True,104,3.121928094887362,1.050884810822124,0.381515394777
ngrams-entropy_noKey_TriadMode1_BeatModeTrue_formModeTrue_0.7_0.25.csv,0.7,0.25,352,False,1,True,True,104,3.121928094887362,1.125211005416266,0.3757467383
ngrams-entropy_noKey_TriadMode1_BeatModeTrue_formModeTrue_0.8_0.25.csv,0.8,0.25,318,False,1,True,True,100,3.121928094887362,1.203819754233607,0.381352377729
ngrams-entropy_noKey_TriadMode1_BeatModeTrue_formModeTrue_0.9_0.25.csv,0.9,0.25,279,False,1,True,True,90,3.121928094887362,1.3034355952462335,0.390839186745
ngrams-entropy_noKey_TriadMode1_BeatModeTrue_formModeTrue_1.0_0.25.csv,1.0,0.25,215,False,1,True,True,60,3.121928094887362,1.4600102168129603,0.396019581604
ngrams-entropy_noKey_TriadMode1_BeatModeTrue_formModeTrue_1.1_0.25.csv,1.1,0.25,193,False,1,True,True,56,3.630985019785137,1.5525280144394649,0.411116278838
ngrams-entropy_noKey_TriadMode1_BeatModeTrue_formModeTrue_1.2_0.25.csv,1.2,0.25,167,False,1,True,True,58,3.630985019785137,1.66893422717909,0.414161576027
ngrams-entropy_noKey_TriadMode1_BeatModeTrue_formModeTrue_1.3_0.25.csv,1.3,0.25,134,False,1,True,True,46,3.630985019785137,1.8056813272687338,0.415024012235
ngrams-entropy_noKey_TriadMode1_BeatModeTrue_formModeTrue_1.4_0.25.csv,1.4,0.25,125,False,1,True,True,43,3.630985019785137,1.8640965790067394,0.405282324715
ngrams-entropy_noKey_TriadMode1_BeatModeTrue_formModeTrue_1.5_0.25.csv,1.5,0.25,105,False,1,True,True,37,3.630985019785137,1.94566670496297,0.395229374006
ngrams-entropy_noKey_TriadMode7_BeatModeFalse_formModeFalse_0.5_0.25.csv,0.5,0.25,690,False,7,False,False,170,2.7187007643071204,0.9091021080063555,0.348241578199
ngrams-entropy_noKey_TriadMode7_BeatModeFalse_formModeFalse_0.6_0.25.csv,0.6,0.25,625,False,7,False,False,174,2.7187007643071204,0.9896826249204843,0.339938367789
ngrams-entropy_noKey_TriadMode7_BeatModeFalse_formModeFalse_0.7_0.25.csv,0.7,0.25,561,False,7,False,False,168,2.7187007643071204,1.0694435954278545,0.336075715976
ngrams-entropy_noKey_TriadMode7_BeatModeFalse_formModeFalse_0.8_0.25.csv,0.8,0.25,487,False,7,False,False,166,2.7187007643071204,1.1566236392123108,0.339592032516
ngrams-entropy_noKey_TriadMode7_BeatModeFalse_formModeFalse_0.9_0.25.csv,0.9,0.25,417,False,7,False,False,150,2.7187007643071204,1.2516399800407105,0.344150105406
ngrams-entropy_noKey_TriadMode7_BeatModeFalse_formModeFalse_1.0_0.25.csv,1.0,0.25,340,False,7,False,False,127,2.7187007643071204,1.3726516097092152,0.35220159486
ngrams-entropy_noKey_TriadMode7_BeatModeFalse_formModeFalse_1.1_0.25.csv,1.1,0.25,295,False,7,False,False,125,2.7187007643071204,1.4777244907251748,0.355919112561
ngrams-entropy_noKey_TriadMode7_BeatModeFalse_formModeFalse_1.2_0.25.csv,1.2,0.25,244,False,7,False,False,107,2.7187007643071204,1.5806084492930952,0.342003307904
ngrams-entropy_noKey_TriadMode7_BeatModeFalse_formModeFalse_1.3_0.25.csv,1.3,0.25,215,False,7,False,False,110,2.84300256945483,1.6774273000837883,0.335526443107
ngrams-entropy_noKey_TriadMode7_BeatModeFalse_formModeFalse_1.4_0.25.csv,1.4,0.25,184,False,7,False,False,104,2.84300256945483,1.7621097760335882,0.322920640186
ngrams-entropy_noKey_TriadMode7_BeatModeFalse_formModeFalse_1.5_0.25.csv,1.5,0.25,158,False,7,False,False,98,3.184283776956909,1.8605447018418966,0.327815021509
ngrams-entropy_noKey_TriadMode7_BeatModeFalse_formModeTrue_0.5_0.25.csv,0.5,0.25,365,False,7,False,True,87,2.9464920859505037,0.9716184793511962,0.43607676893
ngrams-entropy_noKey_TriadMode7_BeatModeFalse_formModeTrue_0.6_0.25.csv,0.6,0.25,329,False,7,False,True,90,2.9464920859505037,1.0826497454773025,0.441125597804
ngrams-entropy_noKey_TriadMode7_BeatModeFalse_formModeTrue_0.7_0.25.csv,0.7,0.25,310,False,7,False,True,89,2.9464920859505037,1.175711383919343,0.448440317992
ngrams-entropy_noKey_TriadMode7_BeatModeFalse_formModeTrue_0.8_0.25.csv,0.8,0.25,312,False,7,False,True,91,2.9464920859505037,1.2718095235368632,0.449351100841
